"","word_tokens","nrc","afinn","bing","period"
"4343","credit","trust",NA,NA,"2020"
"4344","facilities",NA,NA,NA,"2020"
"4345","met",NA,NA,NA,"2020"
"4346","muted",NA,NA,NA,"2020"
"4347","market",NA,NA,NA,"2020"
"4348","response",NA,NA,NA,"2020"
"4349","importantly",NA,NA,NA,"2020"
"4350","investors",NA,NA,NA,"2020"
"4351","search",NA,NA,NA,"2020"
"4352","yield",NA,NA,NA,"2020"
"4353","low",NA,NA,NA,"2020"
"4354","rate",NA,NA,NA,"2020"
"4355","environment",NA,NA,NA,"2020"
"4356","contributed",NA,NA,NA,"2020"
"4357","credit","positive",NA,NA,"2020"
"4358","credit","trust",NA,NA,"2020"
"4359","spread",NA,NA,NA,"2020"
"4360","narrowing",NA,NA,NA,"2020"
"4361","driver",NA,NA,NA,"2020"
"4362","underpin",NA,NA,NA,"2020"
"4363","lengthening",NA,NA,NA,"2020"
"4364","maturities",NA,NA,NA,"2020"
"4365","prime","positive",NA,NA,"2020"
"4366","money","anger",NA,NA,"2020"
"4367","money","anticipation",NA,NA,"2020"
"4368","money","joy",NA,NA,"2020"
"4369","money","positive",NA,NA,"2020"
"4370","money","surprise",NA,NA,"2020"
"4371","money","trust",NA,NA,"2020"
"4372","market",NA,NA,NA,"2020"
"4373","funds",NA,NA,NA,"2020"
"4374","portfolios",NA,NA,NA,"2020"
"4375","graph",NA,NA,NA,"2020"
"4376","3",NA,NA,NA,"2020"
"4377","left",NA,NA,NA,"2020"
"4378","hand",NA,NA,NA,"2020"
"4379","panel",NA,NA,NA,"2020"
"4380","easy",NA,1,"positive","2020"
"4381","financial",NA,NA,NA,"2020"
"4382","conditions",NA,NA,NA,"2020"
"4383","credit","positive",NA,NA,"2020"
"4384","credit","trust",NA,NA,"2020"
"4385","markets",NA,NA,NA,"2020"
"4386","supported","positive",2,"positive","2020"
"4387","corporates",NA,NA,NA,"2020"
"4388","efforts",NA,NA,NA,"2020"
"4389","shield",NA,NA,NA,"2020"
"4390","balance","positive",NA,NA,"2020"
"4391","sheets",NA,NA,NA,"2020"
"4392","liquidity",NA,NA,NA,"2020"
"4393","stress","negative",NA,"negative","2020"
"4394","corporates",NA,NA,NA,"2020"
"4395","aes",NA,NA,NA,"2020"
"4396","issued",NA,NA,NA,"2020"
"4397","bonds","negative",NA,NA,"2020"
"4398","record",NA,NA,NA,"2020"
"4399","pace",NA,NA,NA,"2020"
"4400","maturity",NA,NA,"positive","2020"
"4401","spectrum",NA,NA,NA,"2020"
"4402","ig",NA,NA,NA,"2020"
"4403","hy",NA,NA,NA,"2020"
"4404","segments",NA,NA,NA,"2020"
"4405","issuance",NA,NA,NA,"2020"
"4406","securities","trust",NA,NA,"2020"
"4407","tenors",NA,NA,NA,"2020"
"4408","changed",NA,NA,NA,"2020"
"4409","paper",NA,NA,NA,"2020"
"4410","30",NA,NA,NA,"2020"
"4411","ig",NA,NA,NA,"2020"
"4412","10",NA,NA,NA,"2020"
"4413","hy",NA,NA,NA,"2020"
"4414","increased",NA,1,NA,"2020"
"4415","50",NA,NA,NA,"2020"
"4416","graph",NA,NA,NA,"2020"
"4417","3",NA,NA,NA,"2020"
"4418","centre",NA,NA,NA,"2020"
"4419","panel",NA,NA,NA,"2020"
"4420","firms",NA,NA,NA,"2020"
"4421","reduced",NA,NA,NA,"2020"
"4422","cash","anger",NA,NA,"2020"
"4423","cash","anticipation",NA,NA,"2020"
"4424","cash","fear",NA,NA,"2020"
"4425","cash","joy",NA,NA,"2020"
"4426","cash","positive",NA,NA,"2020"
"4427","cash","trust",NA,NA,"2020"
"4428","outlays",NA,NA,NA,"2020"
"4429","buybacks",NA,NA,NA,"2020"
"4430","dropped",NA,NA,NA,"2020"
"4431","half",NA,NA,NA,"2020"
"4432","dividends",NA,NA,NA,"2020"
"4433","double",NA,NA,NA,"2020"
"4434","digit","trust",NA,NA,"2020"
"4435","reductions",NA,NA,NA,"2020"
"4436","comparison",NA,NA,NA,"2020"
"4437","2019",NA,NA,NA,"2020"
"4438","graph",NA,NA,NA,"2020"
"4439","3",NA,NA,NA,"2020"
"4440","hand",NA,NA,NA,"2020"
"4441","panel",NA,NA,NA,"2020"
"4442","companies",NA,NA,NA,"2020"
"4443","actively",NA,NA,NA,"2020"
"4444","enhanced",NA,NA,"positive","2020"
"4445","cash","anger",NA,NA,"2020"
"4446","cash","anticipation",NA,NA,"2020"
"4447","cash","fear",NA,NA,"2020"
"4448","cash","joy",NA,NA,"2020"
"4449","cash","positive",NA,NA,"2020"
"4450","cash","trust",NA,NA,"2020"
"4451","positions",NA,NA,NA,"2020"
"4452","seasoned","positive",NA,"positive","2020"
"4453","equity","positive",NA,NA,"2020"
"4454","offerings",NA,NA,NA,"2020"
"4455","investors.such",NA,NA,NA,"2020"
"4456","strategies",NA,NA,NA,"2020"
"4457","offer","positive",NA,NA,"2020"
"4458","partial",NA,NA,NA,"2020"
"4459","protection",NA,NA,"positive","2020"
"4460","empirical",NA,NA,NA,"2020"
"4461","evidence",NA,NA,NA,"2020"
"4462","suggest","trust",NA,NA,"2020"
"4463","cash","anger",NA,NA,"2020"
"4464","cash","anticipation",NA,NA,"2020"
"4465","cash","fear",NA,NA,"2020"
"4466","cash","joy",NA,NA,"2020"
"4467","cash","positive",NA,NA,"2020"
"4468","cash","trust",NA,NA,"2020"
"4469","holdings",NA,NA,NA,"2020"
"4470","mitigate",NA,NA,NA,"2020"
"4471","liquidity",NA,NA,NA,"2020"
"4472","risks",NA,-2,"negative","2020"
"4473","alleviate","positive",NA,NA,"2020"
"4474","debt","negative",-2,"negative","2020"
"4475","debt","sadness",-2,"negative","2020"
"4476","service",NA,NA,NA,"2020"
"4477","burdens",NA,-2,NA,"2020"
"4478","key",NA,NA,NA,"2020"
"4479","drivers",NA,NA,NA,"2020"
"4480","solvency","positive",NA,NA,"2020"
"4481","cash","anger",NA,NA,"2020"
"4482","cash","anticipation",NA,NA,"2020"
"4483","cash","fear",NA,NA,"2020"
"4484","cash","joy",NA,NA,"2020"
"4485","cash","positive",NA,NA,"2020"
"4486","cash","trust",NA,NA,"2020"
"4487","holdings",NA,NA,NA,"2020"
"4488","raised",NA,NA,NA,"2020"
"4489","debt","negative",-2,"negative","2020"
"4490","debt","sadness",-2,"negative","2020"
"4491","issuance",NA,NA,NA,"2020"
"4492","hand",NA,NA,NA,"2020"
"4493","hand",NA,NA,NA,"2020"
"4494","debt","negative",-2,"negative","2020"
"4495","debt","sadness",-2,"negative","2020"
"4496","service",NA,NA,NA,"2020"
"4497","burdens",NA,-2,NA,"2020"
"4498","firms",NA,NA,NA,"2020"
"4499","vulnerable",NA,-2,"negative","2020"
"4500","weak",NA,-2,"negative","2020"
"4501","demand","anger",-1,NA,"2020"
"4502","demand","negative",-1,NA,"2020"
"4503","financial",NA,NA,NA,"2020"
"4504","shocks",NA,-2,NA,"2020"
"4505","2government",NA,NA,NA,"2020"
"4506","bond",NA,NA,NA,"2020"
"4507","yields",NA,NA,NA,"2020"
"4508","remained",NA,NA,NA,"2020"
"4509","subdued",NA,NA,"negative","2020"
"4510","period",NA,NA,NA,"2020"
"4511","review",NA,NA,NA,"2020"
"4512","account","trust",NA,NA,"2020"
"4513","supportive",NA,2,"positive","2020"
"4514","monetary","anticipation",NA,NA,"2020"
"4515","monetary","positive",NA,NA,"2020"
"4516","policies",NA,NA,NA,"2020"
"4517","globally",NA,NA,NA,"2020"
"4518","negative","negative",-2,"negative","2020"
"4519","negative","sadness",-2,"negative","2020"
"4520","yielding",NA,NA,NA,"2020"
"4521","debt","negative",-2,"negative","2020"
"4522","debt","sadness",-2,"negative","2020"
"4523","climbed",NA,NA,NA,"2020"
"4524","17.5",NA,NA,NA,"2020"
"4525","trillion",NA,NA,NA,"2020"
"4526","par",NA,NA,NA,"2020"
"4527","time","anticipation",NA,NA,"2020"
"4528","highs",NA,NA,NA,"2020"
"4529","pushed",NA,NA,NA,"2020"
"4530","investors",NA,NA,NA,"2020"
"4531","riskier",NA,NA,NA,"2020"
"4532","assets","positive",2,NA,"2020"
"4533","searched",NA,NA,NA,"2020"
"4534","yield",NA,NA,NA,"2020"
"4535","broadened",NA,NA,NA,"2020"
"4536","range",NA,NA,NA,"2020"
"4537","low",NA,NA,NA,"2020"
"4538","negative","negative",-2,"negative","2020"
"4539","negative","sadness",-2,"negative","2020"
"4540","yielding",NA,NA,NA,"2020"
"4541","assets","positive",2,NA,"2020"
"4542","term",NA,NA,NA,"2020"
"4543","yields",NA,NA,NA,"2020"
"4544","united","positive",1,NA,"2020"
"4545","united","trust",1,NA,"2020"
"4546","germany",NA,NA,NA,"2020"
"4547","decoupled",NA,NA,NA,"2020"
"4548","reflecting",NA,NA,NA,"2020"
"4549","economic",NA,NA,NA,"2020"
"4550","policy","trust",NA,NA,"2020"
"4551","outlooks",NA,NA,NA,"2020"
"4552","government","fear",NA,NA,"2020"
"4553","government","negative",NA,NA,"2020"
"4554","bond",NA,NA,NA,"2020"
"4555","supply.across",NA,NA,NA,"2020"
"4556","globe",NA,NA,NA,"2020"
"4557","actual","positive",NA,NA,"2020"
"4558","prospective",NA,NA,NA,"2020"
"4559","monetary","anticipation",NA,NA,"2020"
"4560","monetary","positive",NA,NA,"2020"
"4561","policy","trust",NA,NA,"2020"
"4562","stance",NA,NA,NA,"2020"
"4563","remained",NA,NA,NA,"2020"
"4564","accommodative",NA,NA,"positive","2020"
"4565","central",NA,NA,NA,"2020"
"4566","banks",NA,NA,NA,"2020"
"4567","eased",NA,NA,"positive","2020"
"4568","signalled",NA,NA,NA,"2020"
"4569","possibility","anticipation",NA,NA,"2020"
"4570","jurisdictions",NA,NA,NA,"2020"
"4571","inflation","fear",NA,NA,"2020"
"4572","inflation","negative",NA,NA,"2020"
"4573","continued",NA,NA,NA,"2020"
"4574","undershoot",NA,NA,NA,"2020"
"4575","targets",NA,NA,NA,"2020"
"4576","margin","negative",NA,NA,"2020"
"4577","margin","sadness",NA,NA,"2020"
"4578","graph",NA,NA,NA,"2020"
"4579","4",NA,NA,NA,"2020"
"4580","left",NA,NA,NA,"2020"
"4581","hand",NA,NA,NA,"2020"
"4582","panel",NA,NA,NA,"2020"
"4583","central",NA,NA,NA,"2020"
"4584","banks",NA,NA,NA,"2020"
"4585","major","positive",NA,NA,"2020"
"4586","economies",NA,NA,NA,"2020"
"4587","outstanding","joy",5,"positive","2020"
"4588","outstanding","negative",5,"positive","2020"
"4589","outstanding","positive",5,"positive","2020"
"4590","measures",NA,NA,NA,"2020"
"4591","unchanged",NA,NA,NA,"2020"
"4592","federal",NA,NA,NA,"2020"
"4593","reserve","positive",NA,NA,"2020"
"4594","ecb",NA,NA,NA,"2020"
"4595","adjusted",NA,NA,NA,"2020"
"4596","communications",NA,NA,NA,"2020"
"4597","emphasised",NA,NA,NA,"2020"
"4598","continued",NA,NA,NA,"2020"
"4599","vigilance","anticipation",NA,"positive","2020"
"4600","vigilance","positive",NA,"positive","2020"
"4601","vigilance","trust",NA,"positive","2020"
"4602","economic",NA,NA,NA,"2020"
"4603","developments",NA,NA,NA,"2020"
"4604","qualified","positive",NA,"positive","2020"
"4605","qualified","trust",NA,"positive","2020"
"4606","scope",NA,NA,NA,"2020"
"4607","outstanding","joy",5,"positive","2020"
"4608","outstanding","negative",5,"positive","2020"
"4609","outstanding","positive",5,"positive","2020"
"4610","actions",NA,NA,NA,"2020"
"4611","3",NA,NA,NA,"2020"
"4612","central",NA,NA,NA,"2020"
"4613","banks",NA,NA,NA,"2020"
"4614","aes",NA,NA,NA,"2020"
"4615","australia",NA,NA,NA,"2020"
"4616","united","positive",1,NA,"2020"
"4617","united","trust",1,NA,"2020"
"4618","kingdom",NA,NA,NA,"2020"
"4619","expanded",NA,NA,NA,"2020"
"4620","quantitative",NA,NA,NA,"2020"
"4621","easing",NA,NA,"positive","2020"
"4622","operations",NA,NA,NA,"2020"
"4623","eme",NA,NA,NA,"2020"
"4624","central",NA,NA,NA,"2020"
"4625","banks",NA,NA,NA,"2020"
"4626","colombia",NA,NA,NA,"2020"
"4627","indonesia",NA,NA,NA,"2020"
"4628","mexico",NA,NA,NA,"2020"
"4629","cut",NA,-1,NA,"2020"
"4630","policy","trust",NA,NA,"2020"
"4631","rates.on",NA,NA,NA,"2020"
"4632","central",NA,NA,NA,"2020"
"4633","bank","trust",NA,NA,"2020"
"4634","support",NA,2,"positive","2020"
"4635","government","fear",NA,NA,"2020"
"4636","government","negative",NA,NA,"2020"
"4637","bond",NA,NA,NA,"2020"
"4638","yields",NA,NA,NA,"2020"
"4639","major","positive",NA,NA,"2020"
"4640","aes",NA,NA,NA,"2020"
"4641","remained",NA,NA,NA,"2020"
"4642","contained",NA,NA,NA,"2020"
"4643","yields",NA,NA,NA,"2020"
"4644","trended",NA,NA,NA,"2020"
"4645","germany",NA,NA,NA,"2020"
"4646","graph",NA,NA,NA,"2020"
"4647","4",NA,NA,NA,"2020"
"4648","centre",NA,NA,NA,"2020"
"4649","panel",NA,NA,NA,"2020"
"4650","remaining",NA,NA,NA,"2020"
"4651","flat",NA,NA,NA,"2020"
"4652","japan",NA,NA,NA,"2020"
"4653","account","trust",NA,NA,"2020"
"4654","continued",NA,NA,NA,"2020"
"4655","yield",NA,NA,NA,"2020"
"4656","curve",NA,NA,NA,"2020"
"4657","control",NA,NA,NA,"2020"
"4658","policy","trust",NA,NA,"2020"
"4659","united","positive",1,NA,"2020"
"4660","united","trust",1,NA,"2020"
"4661","yields",NA,NA,NA,"2020"
"4662","tended",NA,NA,NA,"2020"
"4663","increase","positive",1,NA,"2020"
"4664","treasury",NA,NA,NA,"2020"
"4665","announced",NA,NA,NA,"2020"
"4666","material",NA,NA,NA,"2020"
"4667","expansion",NA,NA,NA,"2020"
"4668","term",NA,NA,NA,"2020"
"4669","debt","negative",-2,"negative","2020"
"4670","debt","sadness",-2,"negative","2020"
"4671","issuance",NA,NA,NA,"2020"
"4672","august.the",NA,NA,NA,"2020"
"4673","divergence",NA,NA,NA,"2020"
"4674","developments",NA,NA,NA,"2020"
"4675","term",NA,NA,NA,"2020"
"4676","government","fear",NA,NA,"2020"
"4677","government","negative",NA,NA,"2020"
"4678","bond",NA,NA,NA,"2020"
"4679","yields",NA,NA,NA,"2020"
"4680","united","positive",1,NA,"2020"
"4681","united","trust",1,NA,"2020"
"4682","germany",NA,NA,NA,"2020"
"4683","connected",NA,NA,NA,"2020"
"4684","economic",NA,NA,NA,"2020"
"4685","outlooks",NA,NA,NA,"2020"
"4686","europe's",NA,NA,NA,"2020"
"4687","dimmer",NA,NA,"negative","2020"
"4688","term",NA,NA,NA,"2020"
"4689","prospects",NA,1,NA,"2020"
"4690","led",NA,NA,"positive","2020"
"4691","investors",NA,NA,NA,"2020"
"4692","price",NA,NA,NA,"2020"
"4693","accommodative",NA,NA,"positive","2020"
"4694","monetary","anticipation",NA,NA,"2020"
"4695","monetary","positive",NA,NA,"2020"
"4696","policy","trust",NA,NA,"2020"
"4697","stance",NA,NA,NA,"2020"
"4698","germany",NA,NA,NA,"2020"
"4699","issued",NA,NA,NA,"2020"
"4700","debt","negative",-2,"negative","2020"
"4701","debt","sadness",-2,"negative","2020"
"4702","investors",NA,NA,NA,"2020"
"4703","absorb",NA,NA,NA,"2020"
"4704","united","positive",1,NA,"2020"
"4705","united","trust",1,NA,"2020"
"4706","box",NA,NA,NA,"2020"
"4707","low",NA,NA,NA,"2020"
"4708","negative","negative",-2,"negative","2020"
"4709","negative","sadness",-2,"negative","2020"
"4710","yields",NA,NA,NA,"2020"
"4711","core","positive",NA,NA,"2020"
"4712","european",NA,NA,NA,"2020"
"4713","government","fear",NA,NA,"2020"
"4714","government","negative",NA,NA,"2020"
"4715","bonds","negative",NA,NA,"2020"
"4716","spilled",NA,NA,NA,"2020"
"4717","borrowers",NA,NA,NA,"2020"
"4718","european",NA,NA,NA,"2020"
"4719","commission","trust",NA,NA,"2020"
"4720","successfully",NA,NA,"positive","2020"
"4721","tranches",NA,NA,NA,"2020"
"4722","term",NA,NA,NA,"2020"
"4723","bonds","negative",NA,NA,"2020"
"4724","fund",NA,NA,NA,"2020"
"4725","unemployment",NA,-2,NA,"2020"
"4726","support",NA,2,"positive","2020"
"4727","scheme","negative",NA,NA,"2020"
"4728","yield",NA,NA,NA,"2020"
"4729","bonds","negative",NA,NA,"2020"
"4730","issuance",NA,NA,NA,"2020"
"4731","stood",NA,NA,NA,"2020"
"4732","core","positive",NA,NA,"2020"
"4733","eu",NA,NA,NA,"2020"
"4734","negative","negative",-2,"negative","2020"
"4735","negative","sadness",-2,"negative","2020"
"4736","territory",NA,NA,NA,"2020"
"4737","chinese",NA,NA,NA,"2020"
"4738","government","fear",NA,NA,"2020"
"4739","government","negative",NA,NA,"2020"
"4740","issued",NA,NA,NA,"2020"
"4741","negative","negative",-2,"negative","2020"
"4742","negative","sadness",-2,"negative","2020"
"4743","yielding",NA,NA,NA,"2020"
"4744","euro",NA,NA,NA,"2020"
"4745","denominated",NA,NA,NA,"2020"
"4746","bond",NA,NA,NA,"2020"
"4747","november",NA,NA,NA,"2020"
"4748","issues",NA,NA,"negative","2020"
"4749","massively",NA,NA,NA,"2020"
"4750","oversubscribed",NA,NA,NA,"2020"
"4751","finally","anticipation",NA,NA,"2020"
"4752","finally","disgust",NA,NA,"2020"
"4753","finally","joy",NA,NA,"2020"
"4754","finally","positive",NA,NA,"2020"
"4755","finally","surprise",NA,NA,"2020"
"4756","finally","trust",NA,NA,"2020"
"4757","corporate",NA,NA,NA,"2020"
"4758","debt","negative",-2,"negative","2020"
"4759","debt","sadness",-2,"negative","2020"
"4760","traded",NA,NA,NA,"2020"
"4761","negative","negative",-2,"negative","2020"
"4762","negative","sadness",-2,"negative","2020"
"4763","yields",NA,NA,NA,"2020"
"4764","tune",NA,NA,NA,"2020"
"4765","2",NA,NA,NA,"2020"
"4766","trillion",NA,NA,NA,"2020"
"4767","review",NA,NA,NA,"2020"
"4768","period.sovereign",NA,NA,NA,"2020"
"4769","spreads",NA,NA,NA,"2020"
"4770","european",NA,NA,NA,"2020"
"4771","periphery",NA,NA,NA,"2020"
"4772","countries",NA,NA,NA,"2020"
"4773","tightened",NA,NA,NA,"2020"
"4774","partly",NA,NA,NA,"2020"
"4775","reflecting",NA,NA,NA,"2020"
"4776","investors",NA,NA,NA,"2020"
"4777","continued",NA,NA,NA,"2020"
"4778","search",NA,NA,NA,"2020"
"4779","yield",NA,NA,NA,"2020"
"4780","spreads",NA,NA,NA,"2020"
"4781","periphery",NA,NA,NA,"2020"
"4782","term",NA,NA,NA,"2020"
"4783","bonds","negative",NA,NA,"2020"
"4784","tightened",NA,NA,NA,"2020"
"4785","15",NA,NA,NA,"2020"
"4786","basis",NA,NA,NA,"2020"
"4787","countries",NA,NA,NA,"2020"
"4788","portugal",NA,NA,NA,"2020"
"4789","spain",NA,NA,NA,"2020"
"4790","10",NA,NA,NA,"2020"
"4791","yields",NA,NA,NA,"2020"
"4792","approached",NA,NA,NA,"2020"
"4793","volatility","anger",NA,"negative","2020"
"4794","volatility","anticipation",NA,"negative","2020"
"4795","volatility","fear",NA,"negative","2020"
"4796","volatility","negative",NA,"negative","2020"
"4797","volatility","surprise",NA,"negative","2020"
"4798","late","negative",NA,NA,"2020"
"4799","late","sadness",NA,NA,"2020"
"4800","october",NA,NA,NA,"2020"
"4801","european",NA,NA,NA,"2020"
"4802","recovery","positive",NA,"positive","2020"
"4803","fund",NA,NA,NA,"2020"
"4804","faced",NA,NA,NA,"2020"
"4805","obstacles",NA,-2,NA,"2020"
"4806","parliamentary",NA,NA,NA,"2020"
"4807","confirmation","trust",NA,NA,"2020"
"4808","graph",NA,NA,NA,"2020"
"4809","4",NA,NA,NA,"2020"
"4810","hand",NA,NA,NA,"2020"
"4811","panel",NA,NA,NA,"2020"
"4812","subsequently",NA,NA,NA,"2020"
"4813","spreads",NA,NA,NA,"2020"
"4814","resumed",NA,NA,NA,"2020"
"4815","downward",NA,NA,NA,"2020"
"4816","trend.box",NA,NA,NA,"2020"
"4817","bfernando",NA,NA,NA,"2020"
"4818","avalos",NA,NA,NA,"2020"
"4819","dora",NA,NA,NA,"2020"
"4820","xiaus",NA,NA,NA,"2020"
"4821","german",NA,NA,NA,"2020"
"4822","10",NA,NA,NA,"2020"
"4823","government","fear",NA,NA,"2020"
"4824","government","negative",NA,NA,"2020"
"4825","bond",NA,NA,NA,"2020"
"4826","yields",NA,NA,NA,"2020"
"4827","gradually",NA,NA,NA,"2020"
"4828","diverged",NA,NA,NA,"2020"
"4829","august","positive",NA,NA,"2020"
"4830","rates",NA,NA,NA,"2020"
"4831","stepped",NA,NA,NA,"2020"
"4832","upwards",NA,NA,NA,"2020"
"4833","german",NA,NA,NA,"2020"
"4834","rates",NA,NA,NA,"2020"
"4835","trended",NA,NA,NA,"2020"
"4836","result","anticipation",NA,NA,"2020"
"4837","10",NA,NA,NA,"2020"
"4838","yield",NA,NA,NA,"2020"
"4839","spread",NA,NA,NA,"2020"
"4840","widened",NA,NA,NA,"2020"
"4841","40",NA,NA,NA,"2020"
"4842","basis",NA,NA,NA,"2020"
"4843","graph",NA,NA,NA,"2020"
"4844","left",NA,NA,NA,"2020"
"4845","hand",NA,NA,NA,"2020"
"4846","panel",NA,NA,NA,"2020"
"4847","box",NA,NA,NA,"2020"
"4848","break","surprise",NA,"negative","2020"
"4849","term",NA,NA,NA,"2020"
"4850","yields",NA,NA,NA,"2020"
"4851","main","positive",NA,NA,"2020"
"4852","components",NA,NA,NA,"2020"
"4853","expectation","anticipation",NA,NA,"2020"
"4854","expectation","positive",NA,NA,"2020"
"4855","future",NA,NA,NA,"2020"
"4856","short",NA,NA,NA,"2020"
"4857","term",NA,NA,NA,"2020"
"4858","rates",NA,NA,NA,"2020"
"4859","term",NA,NA,NA,"2020"
"4860","premium",NA,NA,NA,"2020"
"4861","based",NA,NA,NA,"2020"
"4862","decomposition","disgust",NA,NA,"2020"
"4863","decomposition","fear",NA,NA,"2020"
"4864","decomposition","negative",NA,NA,"2020"
"4865","decomposition","sadness",NA,NA,"2020"
"4866","widening",NA,NA,NA,"2020"
"4867","spread",NA,NA,NA,"2020"
"4868","appears",NA,NA,NA,"2020"
"4869","driven",NA,NA,NA,"2020"
"4870","diverging",NA,NA,NA,"2020"
"4871","term",NA,NA,NA,"2020"
"4872","premia",NA,NA,NA,"2020"
"4873","argue","anger",NA,NA,"2020"
"4874","argue","negative",NA,NA,"2020"
"4875","divergence",NA,NA,NA,"2020"
"4876","explained",NA,NA,NA,"2020"
"4877","opposing",NA,NA,NA,"2020"
"4878","trends",NA,NA,NA,"2020"
"4879","net",NA,NA,NA,"2020"
"4880","government","fear",NA,NA,"2020"
"4881","government","negative",NA,NA,"2020"
"4882","supply","positive",NA,NA,"2020"
"4883","term",NA,NA,NA,"2020"
"4884","bonds","negative",NA,NA,"2020"
"4885","net",NA,NA,NA,"2020"
"4886","central",NA,NA,NA,"2020"
"4887","bank","trust",NA,NA,"2020"
"4888","purchases",NA,NA,NA,"2020"
"4889","addition",NA,NA,NA,"2020"
"4890","differing",NA,NA,NA,"2020"
"4891","economic",NA,NA,NA,"2020"
"4892","outlooks",NA,NA,NA,"2020"
"4893","played",NA,NA,NA,"2020"
"4894","role.diverging",NA,NA,NA,"2020"
"4895","german",NA,NA,NA,"2020"
"4896","yields",NA,NA,NA,"2020"
"4897","reflect",NA,NA,NA,"2020"
"4898","shifting",NA,NA,NA,"2020"
"4899","expectations",NA,NA,NA,"2020"
"4900","relative","trust",NA,NA,"2020"
"4901","path",NA,NA,NA,"2020"
"4902","short",NA,NA,NA,"2020"
"4903","term",NA,NA,NA,"2020"
"4904","rates",NA,NA,NA,"2020"
"4905","term",NA,NA,NA,"2020"
"4906","premia",NA,NA,NA,"2020"
"4907","assess",NA,NA,NA,"2020"
"4908","relative","trust",NA,NA,"2020"
"4909","importance","anticipation",2,NA,"2020"
"4910","importance","positive",2,NA,"2020"
"4911","component",NA,NA,NA,"2020"
"4912","estimate",NA,NA,NA,"2020"
"4913","german",NA,NA,NA,"2020"
"4914","yields",NA,NA,NA,"2020"
"4915","arbitrage",NA,NA,NA,"2020"
"4916","model","positive",NA,NA,"2020"
"4917","respective",NA,NA,NA,"2020"
"4918","term",NA,NA,NA,"2020"
"4919","structures",NA,NA,NA,"2020"
"4920","rates",NA,NA,NA,"2020"
"4921","calculate",NA,NA,NA,"2020"
"4922","spreads",NA,NA,NA,"2020"
"4923","implied",NA,NA,NA,"2020"
"4924","component",NA,NA,NA,"2020"
"4925","august","positive",NA,NA,"2020"
"4926","october",NA,NA,NA,"2020"
"4927","expected","anticipation",NA,NA,"2020"
"4928","rate",NA,NA,NA,"2020"
"4929","spread",NA,NA,NA,"2020"
"4930","barely",NA,NA,NA,"2020"
"4931","moved",NA,NA,NA,"2020"
"4932","term",NA,NA,NA,"2020"
"4933","premia",NA,NA,NA,"2020"
"4934","spread",NA,NA,NA,"2020"
"4935","increased",NA,1,NA,"2020"
"4936","40",NA,NA,NA,"2020"
"4937","basis",NA,NA,NA,"2020"
"4938","accounted",NA,NA,NA,"2020"
"4939","yield",NA,NA,NA,"2020"
"4940","spread",NA,NA,NA,"2020"
"4941","widening",NA,NA,NA,"2020"
"4942","graph",NA,NA,NA,"2020"
"4943","centre",NA,NA,NA,"2020"
"4944","panel",NA,NA,NA,"2020"
"4945","driver",NA,NA,NA,"2020"
"4946","term",NA,NA,NA,"2020"
"4947","premia",NA,NA,NA,"2020"
"4948","net",NA,NA,NA,"2020"
"4949","supply","positive",NA,NA,"2020"
"4950","government","fear",NA,NA,"2020"
"4951","government","negative",NA,NA,"2020"
"4952","debt","negative",-2,"negative","2020"
"4953","debt","sadness",-2,"negative","2020"
"4954","defined",NA,NA,NA,"2020"
"4955","debt","negative",-2,"negative","2020"
"4956","debt","sadness",-2,"negative","2020"
"4957","private",NA,NA,NA,"2020"
"4958","investors",NA,NA,NA,"2020"
"4959","purchases",NA,NA,NA,"2020"
"4960","price",NA,NA,NA,"2020"
"4961","inelastic",NA,NA,NA,"2020"
"4962","participants",NA,NA,NA,"2020"
"4963","central",NA,NA,NA,"2020"
"4964","banks",NA,NA,NA,"2020"
"4965","removed",NA,NA,NA,"2020"
"4966","net",NA,NA,NA,"2020"
"4967","nominal",NA,NA,NA,"2020"
"4968","supply","positive",NA,NA,"2020"
"4969","declined",NA,NA,NA,"2020"
"4970","financial",NA,NA,NA,"2020"
"4971","crisis","negative",-3,"negative","2020"
"4972","2007",NA,NA,NA,"2020"
"4973","09",NA,NA,NA,"2020"
"4974","result","anticipation",NA,NA,"2020"
"4975","major","positive",NA,NA,"2020"
"4976","central",NA,NA,NA,"2020"
"4977","banks",NA,NA,NA,"2020"
"4978","asset",NA,2,NA,"2020"
"4979","purchases",NA,NA,NA,"2020"
"4980","compressed",NA,NA,NA,"2020"
"4981","term",NA,NA,NA,"2020"
"4982","premia",NA,NA,NA,"2020"
"4983","term",NA,NA,NA,"2020"
"4984","yields",NA,NA,NA,"2020"
"4985","countries",NA,NA,NA,"2020"
"4986","addition",NA,NA,NA,"2020"
"4987","supplied",NA,NA,NA,"2020"
"4988","amount",NA,NA,NA,"2020"
"4989","debt","negative",-2,"negative","2020"
"4990","debt","sadness",-2,"negative","2020"
"4991","supplied",NA,NA,NA,"2020"
"4992","duration",NA,NA,NA,"2020"
"4993","specifically",NA,NA,NA,"2020"
"4994","term",NA,NA,NA,"2020"
"4995","bonds","negative",NA,NA,"2020"
"4996","matters",NA,1,NA,"2020"
"4997","term",NA,NA,NA,"2020"
"4998","premia",NA,NA,NA,"2020"
"4999","instance",NA,NA,NA,"2020"
"5000","2011",NA,NA,NA,"2020"
"5001","12",NA,NA,NA,"2020"
